"","p_year","tech_field","tech_name","Continent","Region","Country","geo","geo_level","indicator","share_inv","rank_2000","Geo","Rank based on year 2000"
"157",1991,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",57.3928571428571,7,"Canada
Indicator: Absolute numbers
Year: 1991
Value: 57",7
"158",1992,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",80.5095238095238,7,"Canada
Indicator: Absolute numbers
Year: 1992
Value: 81",7
"159",1993,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",64.2396825396825,7,"Canada
Indicator: Absolute numbers
Year: 1993
Value: 64",7
"160",1994,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",107.15873015873,7,"Canada
Indicator: Absolute numbers
Year: 1994
Value: 107",7
"161",1995,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",203.055988455988,7,"Canada
Indicator: Absolute numbers
Year: 1995
Value: 203",7
"162",1996,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",130.244444444444,7,"Canada
Indicator: Absolute numbers
Year: 1996
Value: 130",7
"163",1997,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",183.896825396825,7,"Canada
Indicator: Absolute numbers
Year: 1997
Value: 184",7
"164",1998,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",248.20873015873,7,"Canada
Indicator: Absolute numbers
Year: 1998
Value: 248",7
"165",1999,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",224.446992481203,7,"Canada
Indicator: Absolute numbers
Year: 1999
Value: 224",7
"166",2000,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",200.449206349206,7,"Canada
Indicator: Absolute numbers
Year: 2000
Value: 200",7
"167",2001,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",245.042469196498,7,"Canada
Indicator: Absolute numbers
Year: 2001
Value: 245",7
"168",2002,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",175.302886002886,7,"Canada
Indicator: Absolute numbers
Year: 2002
Value: 175",7
"169",2003,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",155.443932456432,7,"Canada
Indicator: Absolute numbers
Year: 2003
Value: 155",7
"170",2004,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",173.760831712148,7,"Canada
Indicator: Absolute numbers
Year: 2004
Value: 174",7
"171",2005,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",189.751298521167,7,"Canada
Indicator: Absolute numbers
Year: 2005
Value: 190",7
"172",2006,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",192.322924266995,7,"Canada
Indicator: Absolute numbers
Year: 2006
Value: 192",7
"173",2007,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",173.792632148553,7,"Canada
Indicator: Absolute numbers
Year: 2007
Value: 174",7
"174",2008,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",150.358539464604,7,"Canada
Indicator: Absolute numbers
Year: 2008
Value: 150",7
"175",2009,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",136.708118915156,7,"Canada
Indicator: Absolute numbers
Year: 2009
Value: 137",7
"176",2010,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",97.5645132645133,7,"Canada
Indicator: Absolute numbers
Year: 2010
Value: 98",7
"177",2011,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",98.0747899159664,7,"Canada
Indicator: Absolute numbers
Year: 2011
Value: 98",7
"178",2012,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",119.701957036995,7,"Canada
Indicator: Absolute numbers
Year: 2012
Value: 120",7
"179",2013,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",118.065873015873,7,"Canada
Indicator: Absolute numbers
Year: 2013
Value: 118",7
"180",2014,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",90.8396284271284,7,"Canada
Indicator: Absolute numbers
Year: 2014
Value: 91",7
"181",2015,"16","Pharmaceuticals",NA,NA,"Canada","Canada"," ctry","Absolute numbers",83.7533008658009,7,"Canada
Indicator: Absolute numbers
Year: 2015
Value: 84",7
"182",1990,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",3.2,15,"China
Indicator: Absolute numbers
Year: 1990
Value: 3",15
"183",1991,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",1,15,"China
Indicator: Absolute numbers
Year: 1991
Value: 1",15
"184",1992,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",5.0754329004329,15,"China
Indicator: Absolute numbers
Year: 1992
Value: 5",15
"185",1993,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",8.02777777777778,15,"China
Indicator: Absolute numbers
Year: 1993
Value: 8",15
"186",1994,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",2.46969696969697,15,"China
Indicator: Absolute numbers
Year: 1994
Value: 2",15
"187",1995,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",5.73333333333333,15,"China
Indicator: Absolute numbers
Year: 1995
Value: 6",15
"188",1996,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",11.25,15,"China
Indicator: Absolute numbers
Year: 1996
Value: 11",15
"189",1997,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",12.6666666666667,15,"China
Indicator: Absolute numbers
Year: 1997
Value: 13",15
"190",1998,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",15.3690476190476,15,"China
Indicator: Absolute numbers
Year: 1998
Value: 15",15
"191",1999,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",25.5595238095238,15,"China
Indicator: Absolute numbers
Year: 1999
Value: 26",15
"192",2000,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",20.4880952380952,15,"China
Indicator: Absolute numbers
Year: 2000
Value: 20",15
"193",2001,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",49.4959706959707,15,"China
Indicator: Absolute numbers
Year: 2001
Value: 49",15
"194",2002,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",57.1656857031857,15,"China
Indicator: Absolute numbers
Year: 2002
Value: 57",15
"195",2003,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",62.85,15,"China
Indicator: Absolute numbers
Year: 2003
Value: 63",15
"196",2004,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",63.3833333333333,15,"China
Indicator: Absolute numbers
Year: 2004
Value: 63",15
"197",2005,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",97.0316738816739,15,"China
Indicator: Absolute numbers
Year: 2005
Value: 97",15
"198",2006,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",109.771428571429,15,"China
Indicator: Absolute numbers
Year: 2006
Value: 110",15
"199",2007,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",118.515053002553,15,"China
Indicator: Absolute numbers
Year: 2007
Value: 119",15
"200",2008,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",124.876083638584,15,"China
Indicator: Absolute numbers
Year: 2008
Value: 125",15
"201",2009,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",158.889871239871,15,"China
Indicator: Absolute numbers
Year: 2009
Value: 159",15
"202",2010,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",174.335912698413,15,"China
Indicator: Absolute numbers
Year: 2010
Value: 174",15
"203",2011,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",163.107000189353,15,"China
Indicator: Absolute numbers
Year: 2011
Value: 163",15
"204",2012,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",148.822023809524,15,"China
Indicator: Absolute numbers
Year: 2012
Value: 149",15
"205",2013,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",229.525581603639,15,"China
Indicator: Absolute numbers
Year: 2013
Value: 230",15
"206",2014,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",240.226955646692,15,"China
Indicator: Absolute numbers
Year: 2014
Value: 240",15
"207",2015,"16","Pharmaceuticals",NA,NA,"China","China"," ctry","Absolute numbers",298.187473465647,15,"China
Indicator: Absolute numbers
Year: 2015
Value: 298",15
"208",1990,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",22.1333333333333,10,"Denmark
Indicator: Absolute numbers
Year: 1990
Value: 22",10
"209",1991,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",31.3055555555556,10,"Denmark
Indicator: Absolute numbers
Year: 1991
Value: 31",10
"210",1992,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",27.9166666666667,10,"Denmark
Indicator: Absolute numbers
Year: 1992
Value: 28",10
"211",1993,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",29.3888888888889,10,"Denmark
Indicator: Absolute numbers
Year: 1993
Value: 29",10
"212",1994,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",46.0595238095238,10,"Denmark
Indicator: Absolute numbers
Year: 1994
Value: 46",10
"213",1995,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",77.6732683982684,10,"Denmark
Indicator: Absolute numbers
Year: 1995
Value: 78",10
"214",1996,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",90.1454545454545,10,"Denmark
Indicator: Absolute numbers
Year: 1996
Value: 90",10
"215",1997,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",66.5055555555556,10,"Denmark
Indicator: Absolute numbers
Year: 1997
Value: 67",10
"216",1998,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",103.443457930958,10,"Denmark
Indicator: Absolute numbers
Year: 1998
Value: 103",10
"217",1999,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",109.499300699301,10,"Denmark
Indicator: Absolute numbers
Year: 1999
Value: 109",10
"218",2000,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",132.406188256188,10,"Denmark
Indicator: Absolute numbers
Year: 2000
Value: 132",10
"219",2001,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",137.349206349206,10,"Denmark
Indicator: Absolute numbers
Year: 2001
Value: 137",10
"220",2002,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",85.3158424908425,10,"Denmark
Indicator: Absolute numbers
Year: 2002
Value: 85",10
"221",2003,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",144.427597402597,10,"Denmark
Indicator: Absolute numbers
Year: 2003
Value: 144",10
"222",2004,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",145.455158730159,10,"Denmark
Indicator: Absolute numbers
Year: 2004
Value: 145",10
"223",2005,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",148.619444444444,10,"Denmark
Indicator: Absolute numbers
Year: 2005
Value: 149",10
"224",2006,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",122.660714285714,10,"Denmark
Indicator: Absolute numbers
Year: 2006
Value: 123",10
"225",2007,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",120.088888888889,10,"Denmark
Indicator: Absolute numbers
Year: 2007
Value: 120",10
"226",2008,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",102.896636696637,10,"Denmark
Indicator: Absolute numbers
Year: 2008
Value: 103",10
"227",2009,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",77.3904761904762,10,"Denmark
Indicator: Absolute numbers
Year: 2009
Value: 77",10
"228",2010,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",72.476911976912,10,"Denmark
Indicator: Absolute numbers
Year: 2010
Value: 72",10
"229",2011,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",67.4206349206349,10,"Denmark
Indicator: Absolute numbers
Year: 2011
Value: 67",10
"230",2012,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",63.6459595959596,10,"Denmark
Indicator: Absolute numbers
Year: 2012
Value: 64",10
"231",2013,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",51.2896825396825,10,"Denmark
Indicator: Absolute numbers
Year: 2013
Value: 51",10
"232",2014,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",51.2246753246753,10,"Denmark
Indicator: Absolute numbers
Year: 2014
Value: 51",10
"233",2015,"16","Pharmaceuticals",NA,NA,"Denmark","Denmark"," ctry","Absolute numbers",43.6079365079365,10,"Denmark
Indicator: Absolute numbers
Year: 2015
Value: 44",10
"234",1990,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",180.56341991342,5,"France
Indicator: Absolute numbers
Year: 1990
Value: 181",5
"235",1991,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",178.968650793651,5,"France
Indicator: Absolute numbers
Year: 1991
Value: 179",5
"236",1992,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",181.141666666667,5,"France
Indicator: Absolute numbers
Year: 1992
Value: 181",5
"237",1993,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",194.523717948718,5,"France
Indicator: Absolute numbers
Year: 1993
Value: 195",5
"238",1994,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",250.617063492063,5,"France
Indicator: Absolute numbers
Year: 1994
Value: 251",5
"239",1995,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",277.399524323286,5,"France
Indicator: Absolute numbers
Year: 1995
Value: 277",5
"240",1996,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",249.773015873016,5,"France
Indicator: Absolute numbers
Year: 1996
Value: 250",5
"241",1997,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",257.143131868132,5,"France
Indicator: Absolute numbers
Year: 1997
Value: 257",5
"242",1998,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",280.872374847375,5,"France
Indicator: Absolute numbers
Year: 1998
Value: 281",5
"243",1999,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",355.259629259629,5,"France
Indicator: Absolute numbers
Year: 1999
Value: 355",5
"244",2000,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",350.056601731602,5,"France
Indicator: Absolute numbers
Year: 2000
Value: 350",5
"245",2001,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",383.821753246753,5,"France
Indicator: Absolute numbers
Year: 2001
Value: 384",5
"246",2002,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",380.142467717468,5,"France
Indicator: Absolute numbers
Year: 2002
Value: 380",5
"247",2003,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",286.363681416623,5,"France
Indicator: Absolute numbers
Year: 2003
Value: 286",5
"248",2004,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",320.631024531025,5,"France
Indicator: Absolute numbers
Year: 2004
Value: 321",5
"249",2005,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",364.058189033189,5,"France
Indicator: Absolute numbers
Year: 2005
Value: 364",5
"250",2006,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",361.138683538684,5,"France
Indicator: Absolute numbers
Year: 2006
Value: 361",5
"251",2007,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",316.62465034965,5,"France
Indicator: Absolute numbers
Year: 2007
Value: 317",5
"252",2008,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",429.512512732366,5,"France
Indicator: Absolute numbers
Year: 2008
Value: 430",5
"253",2009,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",364.919960594961,5,"France
Indicator: Absolute numbers
Year: 2009
Value: 365",5
"254",2010,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",252.478454715219,5,"France
Indicator: Absolute numbers
Year: 2010
Value: 252",5
"255",2011,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",241.932084582085,5,"France
Indicator: Absolute numbers
Year: 2011
Value: 242",5
"256",2012,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",259.204475100063,5,"France
Indicator: Absolute numbers
Year: 2012
Value: 259",5
"257",2013,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",248.656791016002,5,"France
Indicator: Absolute numbers
Year: 2013
Value: 249",5
"258",2014,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",226.000281662782,5,"France
Indicator: Absolute numbers
Year: 2014
Value: 226",5
"259",2015,"16","Pharmaceuticals",NA,NA,"France","France"," ctry","Absolute numbers",195.016875172491,5,"France
Indicator: Absolute numbers
Year: 2015
Value: 195",5
"260",1990,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",225.605519480519,3,"Germany
Indicator: Absolute numbers
Year: 1990
Value: 226",3
"261",1991,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",251.893650793651,3,"Germany
Indicator: Absolute numbers
Year: 1991
Value: 252",3
"262",1992,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",265.228879453879,3,"Germany
Indicator: Absolute numbers
Year: 1992
Value: 265",3
"263",1993,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",281.804181929182,3,"Germany
Indicator: Absolute numbers
Year: 1993
Value: 282",3
"264",1994,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",320.62762498939,3,"Germany
Indicator: Absolute numbers
Year: 1994
Value: 321",3
"265",1995,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",384.585367573603,3,"Germany
Indicator: Absolute numbers
Year: 1995
Value: 385",3
"266",1996,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",361.940331890332,3,"Germany
Indicator: Absolute numbers
Year: 1996
Value: 362",3
"267",1997,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",457.245787545788,3,"Germany
Indicator: Absolute numbers
Year: 1997
Value: 457",3
"268",1998,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",479.352504440004,3,"Germany
Indicator: Absolute numbers
Year: 1998
Value: 479",3
"269",1999,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",588.146217671218,3,"Germany
Indicator: Absolute numbers
Year: 1999
Value: 588",3
"270",2000,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",658.695596070596,3,"Germany
Indicator: Absolute numbers
Year: 2000
Value: 659",3
"271",2001,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",786.500765900766,3,"Germany
Indicator: Absolute numbers
Year: 2001
Value: 787",3
"272",2002,"16","Pharmaceuticals",NA,NA,"Germany","Germany"," ctry","Absolute numbers",720.798286435786,3,"Germany
Indicator: Absolute numbers
Year: 2002
Value: 721",3
